"FEN,Evaluation"
"8/7p/p7/2B1P1k1/3N4/P7/3K4/1r6 w - -,286"
"8/4Pk1p/p7/2B5/3N4/P7/3K4/1r6 w - -,217"
"3N4/4Pk1p/p7/1rB5/8/P7/3K4/8 b - -,358"
"3Nk3/4P2p/p7/1rB5/8/P7/3K4/8 w - -,371"
"4k3/4P2p/p3N3/1rB5/8/P7/3K4/8 b - -,390"
"7k/5p1p/4pp2/8/8/6R1/5K2/8 b - -,399"
"7k/5p2/4pp2/7p/8/6R1/5K2/8 w - -,383"
"8/3kP3/p7/2BKN2p/8/P7/8/1r6 b - -,175"
"5k2/7R/4p3/5p2/2N1pPb1/1r6/5K2/8 w - -,-187"
"8/8/4n2p/3kp3/3pN1P1/5P2/4K3/8 b - -,-380"
"8/8/4n2p/4p3/2kpN1P1/5P2/4K3/8 w - -,-363"
"8/1R6/8/5p1k/1K3P2/N1P5/1p6/r7 w - -,388"
"8/6P1/p7/1p4kP/8/8/7r/2K5 b - -,279"
"8/1R6/8/5p1k/K4P2/N1P5/1p6/r7 b - -,400"
"3K4/3N4/8/8/1k6/8/7B/8 w - -,184"
"8/2KN4/8/8/8/2k5/7B/8 w - -,175"
"8/2K5/8/4N3/8/2k5/7B/8 b - -,180"
"8/6pn/4k2p/2N1p2P/6P1/5K2/8/8 b - -,-194"
"8/6pn/7p/2Nkp2P/6P1/5K2/8/8 w - -,-266"
"8/6pn/7p/3kp2P/6P1/1N3K2/8/8 b - -,-255"
"8/6pn/7p/4p2P/2k3P1/1N3K2/8/8 w - -,-313"
"8/6pn/7p/4p2P/2k3P1/5K2/8/2N5 b - -,-334"
"8/1kp3B1/1p6/7K/p1p5/n3N2P/8/8 b - -,372"
"8/1kp3B1/1p6/1n5K/p1p5/4N2P/8/8 w - -,399"
"8/1kp3B1/1p4K1/1n6/p1p5/4N2P/8/8 b - -,338"
"8/8/7N/6p1/4P1P1/3k1P2/r7/5K2 b - -,-370"
"3k4/8/5K2/3B2N1/8/8/8/8 b - -,222"
"8/8/4K3/2k3N1/2B5/8/8/8 w - -,198"
"8/8/2p1k2K/8/8/7P/p7/1nR5 w - -,384"
"8/1k6/5B2/n4b2/pPp5/7P/1P5K/8 b - -,-338"
"8/1k6/2n2B2/5b2/pPp5/7P/1P5K/8 w - -,-325"
"2R5/6p1/8/1Pk5/1r4p1/3K2P1/5P2/8 b - -,373"
"8/6pk/8/6pb/1p1R2P1/7P/3p3K/8 b - -,-161"
"3K4/8/1N6/4k3/8/8/5B2/8 w - -,184"
"4N3/3b4/8/4R2p/pk2K2P/4B3/8/3r4 w - -,252"
"4N3/3b4/8/2B1R2p/pk2K2P/8/8/3r4 b - -,263"
"4N3/3b4/8/2B1R2p/p1k1K2P/8/8/3r4 w - -,278"
"8/3b4/3N4/2B1R2p/p1k1K2P/8/8/3r4 b - -,267"
"8/3b4/3N4/2B1R2p/p3K2P/2k5/8/3r4 w - -,277"
"8/3b4/3N4/2B1R2p/p4K1P/2k5/8/3r4 b - -,280"
"8/3b4/3N4/2B1R2p/p4K1P/8/1k6/3r4 w - -,295"
"8/3b4/3N4/2B4R/p4K1P/8/1k6/3r4 b - -,296"
"8/2p5/2k4P/1p4B1/2p2K2/p6r/8/4R3 w - -,346"
"8/3b4/3N4/2B4R/p4K1P/8/1k6/5r2 w - -,296"
"8/3b4/3N4/2B4R/p6P/6K1/1k6/5r2 b - -,293"
"8/3b4/3N4/2B4R/p6P/6K1/1k6/2r5 w - -,300"
"8/3b4/3N4/2BR4/p6P/6K1/1k6/2r5 b - -,314"
"8/3b4/3N4/2BR4/p6P/1k4K1/8/2r5 w - -,339"
"8/3b4/8/2BR4/p3N2P/1k4K1/8/2r5 b - -,347"
"8/8/8/5b2/1p1k2r1/1R3K1N/8/8 b - -,-309"
"8/8/2b5/2BR4/p3N2P/1k4K1/8/2r5 w - -,344"
"8/8/2b5/2B5/p3N2P/1k1R2K1/8/2r5 b - -,352"
"8/8/2b5/2B5/p1k1N2P/3R2K1/8/2r5 w - -,354"
"8/8/2b5/2B5/p1kRN2P/6K1/8/2r5 b - -,344"
"8/8/2b5/1kB5/p2RN2P/6K1/8/2r5 w - -,356"
"8/8/2b5/1k6/p2RN2P/B5K1/8/2r5 b - -,352"
"8/8/2b5/1k6/p2RN2P/B5K1/8/r7 w - -,358"
"8/8/2b5/1k6/p2R3P/B1N3K1/8/r7 b - -,363"
"8/8/k1b5/8/p2R3P/B1N3K1/8/r7 w - -,357"
"8/8/k1b5/8/p2R3P/2N3K1/1B6/r7 b - -,368"
"8/8/k1b5/8/p2R3P/2N3K1/1B6/4r3 w - -,367"
"8/8/k1b5/8/p2R1K1P/2N5/1B6/4r3 b - -,369"
"8/8/k1b5/8/N2R3P/6K1/1B6/4r3 b - -,366"
"8/8/2b5/1k6/N2R3P/6K1/1B6/4r3 w - -,397"
"8/8/2b5/1k6/3R3P/2N3K1/1B6/4r3 b - -,383"
"8/8/1kb5/8/3R3P/2N3K1/1B6/4r3 w - -,399"
"8/8/2b5/2k5/3R3P/2N3K1/1B6/4r3 w - -,389"
"8/8/2b5/2k5/N2R3P/6K1/1B6/4r3 b - -,380"
"8/2p5/1pk4P/6B1/2p3K1/8/p6r/4R3 w - -,387"
"8/6p1/4bk1p/8/8/5PKP/2r3P1/3R4 w - -,-154"
"8/8/3R1Nb1/1k4KP/8/8/1B6/7r b - -,357"
"8/8/3R1N2/1k4Kb/8/8/1B6/7r w - -,397"
"8/6pk/7p/1b6/8/5PKP/3r2P1/1R6 b - -,-154"
"4R3/2p5/k7/8/p1p5/Pr6/2K5/2B5 w - -,172"
"8/2p5/k7/4R3/p1p5/Pr6/2K5/2B5 b - -,163"
"8/8/k1p5/4R3/p1p5/Pr6/2K5/2B5 w - -,163"
"8/8/k1p5/2R5/p1p5/Pr6/2K5/2B5 b - -,163"
"8/8/1kp5/2R5/p1p5/Pr6/2K5/2B5 w - -,163"
"8/8/1kp5/8/p1R5/Pr6/2K5/2B5 b - -,156"
"8/8/2p5/1k6/p1R5/Pr6/2K5/2B5 w - -,158"
"8/8/2p5/1k6/p7/PrR5/2K5/2B5 b - -,156"
"8/8/2p5/1k6/p7/P1r5/2K5/2B5 w - -,158"
"8/8/2p5/1k6/p7/P1K5/8/2B5 b - -,156"
"8/8/2p5/2k5/p7/P1K5/8/2B5 w - -,156"
"4r3/1kp1P3/1p5B/4N3/8/5K2/p7/R7 b - -,325"
"8/5pk1/8/p4Rp1/r7/6P1/6PK/8 b - -,-234"
"8/1kp1r3/1p5B/4N3/8/5K2/p7/R7 w - -,326"
"8/1kp1r3/1p6/4N3/5B2/5K2/p7/R7 b - -,327"
"4r3/1kp5/1p6/4N3/5B2/5K2/p7/R7 w - -,331"
"8/5pk1/8/p4R2/r5p1/6P1/6PK/8 w - -,-221"
"4r3/1kp5/1p6/4N3/5B2/5K2/R7/8 b - -,328"
"8/5pk1/8/pR6/r5p1/6P1/6PK/8 b - -,-224"
"r7/1kp5/1p6/4N3/5B2/5K2/R7/8 w - -,333"
"8/5p2/5k2/pR6/r5p1/6P1/6PK/8 w - -,-235"
"8/5p2/1R3k2/p7/r5p1/6P1/6PK/8 b - -,-253"
"r7/1kp5/1p6/4N3/5B2/5K2/7R/8 b - -,330"
"8/1kp5/1p6/4N3/5B2/r4K2/7R/8 w - -,338"
"8/1kp5/1p6/4N3/4KB2/r7/7R/8 b - -,333"
"8/1kp5/1p6/4N3/r3KB2/8/7R/8 w - -,339"
"8/1kp5/1p6/4N3/r4B2/4K3/7R/8 b - -,339"
"8/2p5/4k3/2p1P3/p4K2/P1r5/8/2B1R3 b - -,297"
"8/1kp5/1p6/4N3/5B2/r3K3/7R/8 w - -,327"
"8/1kp5/1p6/8/5B2/r2NK3/7R/8 b - -,340"
"8/1k6/1p6/2p5/5B2/r2NK3/7R/8 w - -,334"
"8/1k5R/1p6/2p5/5B2/r2NK3/8/8 b - -,340"
"8/7R/1pk5/2p5/5B2/r2NK3/8/8 w - -,344"
"8/8/1pk4R/2p5/5B2/r2NK3/8/8 b - -,346"
"8/8/1p5R/2pk4/5B2/r2NK3/8/8 w - -,341"
"8/8/1p5R/2pk4/5B2/r2N4/4K3/8 b - -,343"
"8/8/1p5R/2pk4/5B2/1r1N4/4K3/8 w - -,347"
"8/8/1p1R4/2pk4/5B2/1r1N4/4K3/8 b - -,350"
"8/8/1p1R4/2p5/4kB2/1r1N4/4K3/8 w - -,352"
"8/8/1p1R4/2p5/4k3/1r1NB3/4K3/8 b - -,356"
"8/8/1p1R4/2p5/4k3/3NB3/4K3/1r6 w - -,359"
"8/8/1p1R4/2p5/4k3/3N4/3BK3/1r6 b - -,359"
"8/8/1p1R4/2p5/4k3/1r1N4/3BK3/8 w - -,357"
"8/8/1p1R4/2p5/4k3/1r6/3BKN2/8 b - -,362"
"8/8/1p1R4/2p1k3/8/1r6/3BKN2/8 w - -,366"
"8/8/1p5R/2p1k3/8/1r6/3BKN2/8 b - -,364"
"8/8/1p5R/2p5/3k4/1r6/3BK3/3N4 b - -,350"
"8/8/1p5R/2p5/3k4/r7/3BK3/3N4 w - -,351"
"8/2p1n3/2k1P3/2P2b1N/5K2/P7/8/8 b - -,-318"
"8/2p1n3/2k1b3/2P4N/5K2/P7/8/8 w - -,-317"
"8/2p1n3/2k1b3/2P1K2N/8/P7/8/8 b - -,-315"
"2b5/2p1n3/2k5/2P1K2N/8/P7/8/8 w - -,-307"
"2b5/2p1n3/5N2/2k1K3/8/P7/8/8 w - -,-309"
"2b5/2N1n3/1k6/4K3/8/P7/8/8 b - -,-284"
"2b5/2k1n3/8/4K3/8/P7/8/8 w - -,-284"
"2b5/2k1n3/8/4K3/P7/8/8/8 b - -,-284"
"2b5/2k5/2n5/3K4/P7/8/8/8 b - -,-294"
"2b5/2k5/8/n2K4/P7/8/8/8 w - -,-291"
"2b5/2k5/8/n1K5/P7/8/8/8 b - -,-289"
"8/2k5/b7/n1K5/P7/8/8/8 w - -,-297"
"8/2k5/b7/n2K4/P7/8/8/8 b - -,-295"
"5R2/1k6/2pK4/1p6/p1pN4/P1r5/8/8 w - -,350"
"5R2/1k6/2NK4/1p6/p1p5/P1r5/8/8 b - -,356"
"5R2/1k6/2NK4/1p6/p1p5/P5r1/8/8 w - -,357"
"1R6/1k6/2NK4/1p6/p1p5/P5r1/8/8 b - -,358"
"1R6/8/k1NK4/1p6/p1p5/P5r1/8/8 w - -,357"
"1R6/8/k2K4/1p6/pNp5/P5r1/8/8 b - -,360"
"1R6/8/3K4/kp6/pNp5/P5r1/8/8 w - -,376"
"8/3K4/5N2/8/2k5/8/8/B7 w - -,226"
"1R6/8/8/kp1K4/pN6/P1p3r1/8/8 w - -,345"
"8/2p5/8/1kpr4/p7/P3R3/2KB4/8 b - -,184"
"8/2p5/8/1kp4r/p7/P3R3/2KB4/8 w - -,184"
"8/2p5/8/1kp4r/p3R3/P7/2KB4/8 b - -,194"
"8/2p5/8/1kpr4/p3R3/P7/2KB4/8 w - -,206"
"8/2p5/8/1kpr4/p3R3/P3B3/2K5/8 b - -,211"
"8/2p5/8/1kp2r2/p3R3/P3B3/2K5/8 w - -,225"
"8/2p1R3/8/1kp2r2/p7/P3B3/2K5/8 b - -,226"
"8/8/2p5/1k6/p1p5/PR6/2K5/2B5 b - -,158"
"8/2p1R3/8/2p2r2/p1k5/P3B3/2K5/8 w - -,226"
"8/2R5/8/2p2r2/p1k5/P3B3/2K5/8 b - -,226"
"8/8/2p5/1k6/p7/Pp6/2K5/2B5 w - -,158"
"8/8/2p5/1k6/p7/PpK5/8/2B5 b - -,158"
"8/2R5/8/1kp2r2/p7/P3B3/2K5/8 w - -,226"
"8/R7/8/1kp2r2/p7/P3B3/2K5/8 b - -,226"
"8/8/2p5/1k6/p7/P1K5/1p6/2B5 w - -,158"
"8/8/2p5/1k6/p7/P1K5/1B6/8 b - -,158"
"4R3/8/8/2p5/2k5/1pn2K2/1B6/8 w - -,339"
"8/R7/8/1kp5/p7/P3Br2/2K5/8 w - -,226"
"1R6/8/8/2p5/2k5/1pn2K2/1B6/8 b - -,356"
"8/8/8/1kp5/p7/P1K5/8/2B5 b - -,158"
"8/R7/8/1kp5/p7/P2KBr2/8/8 b - -,226"
"8/R7/5r2/1kp5/p7/P2KB3/8/8 w - -,226"
"8/8/8/1k6/p1p5/P1K5/8/2B5 w - -,158"
"8/8/8/1k6/p1p5/P1K1B3/8/8 b - -,158"
"8/1R6/5r2/1kp5/p7/P2KB3/8/8 b - -,226"
"1R6/8/8/2p5/n1k5/1p3K2/1B6/8 w - -,370"
"8/8/2k5/8/p1p5/P1K1B3/8/8 w - -,158"
"1R6/8/8/2p5/n1k5/1p3K2/8/B7 b - -,344"
"8/1R6/1r6/1kp5/p7/P2KB3/8/8 w - -,226"
"8/8/2k5/8/pKp5/P3B3/8/8 b - -,158"
"8/8/2k5/8/pK6/P1p1B3/8/8 w - -,158"
"1R6/8/8/2p5/2k5/1pn2K2/8/B7 w - -,384"
"8/4R3/1r6/1kp5/p7/P2KB3/8/8 b - -,226"
"1R6/8/8/2p5/2k5/1pn1K3/8/B7 b - -,389"
"8/8/2k5/8/p7/P1K1B3/8/8 b - -,158"
"8/4R3/3r4/1kp5/p7/P2KB3/8/8 w - -,226"
"8/8/8/1k6/p7/P1K1B3/8/8 w - -,158"
"8/4R3/3r4/1kp5/p7/P3B3/2K5/8 b - -,226"
"8/4R3/1r6/1kp5/p7/P3B3/2K5/8 w - -,226"
"8/8/8/1k6/p2K4/P3B3/8/8 b - -,158"
"8/8/2k5/8/p2K4/P3B3/8/8 w - -,158"
"8/8/1r6/1kp5/p3R3/P3B3/2K5/8 b - -,226"
"8/8/2k5/8/p1K5/P3B3/8/8 b - -,158"
"8/3k4/8/8/p1K5/P3B3/8/8 w - -,158"
"8/1r6/8/1kp5/p3R3/P3B3/2K5/8 w - -,226"
"4R3/1r6/8/1kp5/p7/P3B3/2K5/8 b - -,226"
"8/8/2k5/8/pK6/P3B3/8/8 w - -,158"
"4R3/8/1r6/1kp5/p7/P3B3/2K5/8 w - -,226"
"8/8/1r6/1kp1R3/p7/P3B3/2K5/8 b - -,226"
"8/8/2r5/1kp1R3/p7/P3B3/2K5/8 w - -,226"
"8/8/2r5/1kp5/p3R3/P3B3/2K5/8 b - -,226"
"8/8/3r4/1kp5/p3R3/P3B3/2K5/8 w - -,226"
"8/2p1n3/1k6/4P3/p4K2/1N5b/1B6/4R3 b - -,259"
"8/2p1n3/1k6/4P3/5K2/1p5b/1B6/4R3 w - -,264"
"8/8/8/1kp1R3/p1p5/P7/2KB1r2/8 w - -,170"
"2KR4/r7/2N5/1p6/p1p1k3/P1P5/8/8 b - -,300"
"r1KR4/8/2N5/1p6/p1p1k3/P1P5/8/8 w - -,310"
"rNKR4/8/8/1p6/p1p1k3/P1P5/8/8 b - -,311"
"8/8/8/1kp1R3/p1p5/P1K5/3B1r2/8 b - -,169"
"1NKR4/r7/8/1p6/p1p1k3/P1P5/8/8 w - -,324"
"1NK5/r7/8/1p6/p1pRk3/P1P5/8/8 b - -,335"
"8/5r2/8/1kp1R3/p1p5/P1K5/3B4/8 w - -,169"
"1NK5/r7/8/1p6/p1pR4/P1P1k3/8/8 w - -,335"
"2K5/r7/2N5/1p6/p1pR4/P1P1k3/8/8 b - -,335"
"2K5/5r2/2N5/1p6/p1pR4/P1P1k3/8/8 w - -,361"
"8/5r2/8/1kp1R3/p1p5/P1K1B3/8/8 b - -,169"
"2K5/5r2/2N5/1p6/p1p5/P1P1k3/8/3R4 b - -,363"
"8/2r5/8/1kp1R3/p1p5/P1K1B3/8/8 w - -,169"
"2K5/5r2/2N5/1p6/p1p5/P1P5/4k3/3R4 w - -,391"
"4R3/8/2r5/1kp5/p1p5/P1K1B3/8/8 w - -,169"
"2K5/5r2/2N5/1p1R4/p1p5/P1P5/4k3/8 b - -,391"
"1R6/8/2r5/1kp5/p1p5/P1K1B3/8/8 b - -,169"
"2K5/5r2/8/1p1R4/p1pN4/P1P1k3/8/8 b - -,392"
"4R3/8/r7/1kp5/p1p5/P1K1B3/8/8 w - -,169"
"4R3/8/r7/1kp5/p1p5/P3B3/1K6/8 b - -,169"
"4R3/8/r7/1kp5/p7/P1p1B3/1K6/8 w - -,169"
"4R3/8/r7/1kp5/p7/P1K1B3/8/8 b - -,169"
"1R6/8/2r5/1kp5/p7/P1K1B3/8/8 b - -,169"
"8/8/1R6/1kp5/p7/P1K1B3/8/8 b - -,169"
"8/8/1k6/2p5/p7/P1K1B3/8/8 w - -,169"
"8/8/1k6/2p5/p7/P1K5/8/2B5 b - -,169"
"8/8/1k6/8/p1K5/P7/8/2B5 b - -,169"
"8/k7/8/1K6/p7/P7/8/2B5 b - -,169"
"8/1k6/8/1K6/p7/P7/8/2B5 w - -,169"
"8/1k6/8/1K6/p4B2/P7/8/8 b - -,169"
"8/3k4/8/1K6/p7/P7/3B4/8 b - -,169"
"2k5/8/8/1K6/p7/P7/3B4/8 w - -,169"
"2k5/8/8/1K4B1/p7/P7/8/8 b - -,169"
"8/3k4/8/1K4B1/p7/P7/8/8 w - -,169"
"8/3k4/1K6/6B1/p7/P7/8/8 b - -,169"
"8/2p5/8/1rp5/p7/2Pk3R/KB6/8 b - -,154"
"8/2p1n3/1k6/4P3/5K2/1pP4b/1B6/4R3 w - -,381"
"8/8/8/4KP2/7R/3k3p/8/7r w - -,266"
"8/8/5P2/4K3/7R/3k3p/8/7r b - -,271"
"8/8/5P2/4K3/7R/3k4/7p/7r w - -,271"
"8/5P2/8/4K3/7R/3k4/7p/7r b - -,280"
"8/1k6/2p1KN2/2p5/4R3/P1n1B3/8/4r3 w - -,239"
"8/1k6/2p1KN2/2p1R3/8/P1n1B3/8/4r3 b - -,243"
"1R6/8/1r6/1kp5/p7/P1K1B3/8/8 w - -,159"
"8/1k6/2p1KN2/2p1R3/n7/P3B3/8/4r3 w - -,245"
"4N3/1k6/2p1K3/2p1R3/n7/P3B3/8/4r3 b - -,246"
"2R5/8/1r6/1kp5/p7/P1K1B3/8/8 b - -,154"
"4N3/1k6/2p1K3/2p1R3/n7/P3B3/8/7r w - -,265"
"2R5/8/2r5/1kp5/p7/P1K1B3/8/8 w - -,152"
"4N3/1k6/2p1K3/2p5/n3R3/P3B3/8/7r b - -,265"
"4N3/1k6/2p1K3/2p5/4R3/P1n1B3/8/7r w - -,275"
"8/1k6/2pNK3/2p5/4R3/P1n1B3/8/7r b - -,278"
"8/2k5/2pNK3/2p5/4R3/P1n1B3/8/7r w - -,283"
"8/2k5/2pNK3/2p5/2R5/P1n1B3/8/7r b - -,281"
"8/2k5/2pNK3/2pn4/2R5/P3B3/8/7r w - -,285"
"8/8/1k6/8/p1p5/P1K5/8/2B5 w - -,169"
"8/2k5/2pNK3/2Bn4/2R5/P7/8/7r b - -,287"
"8/8/1k6/8/p1p5/P1K1B3/8/8 b - -,159"
"8/2k5/2pNK2r/2Bn4/2R5/P7/8/8 w - -,277"
"8/8/8/1k6/p1p5/P1K1B3/8/8 w - -,154"
"8/2k5/2pN3r/2BnK3/2R5/P7/8/8 b - -,288"
"8/8/8/1k6/p1p5/P1K5/5B2/8 b - -,159"
"8/2k5/2pN1n1r/2B1K3/2R5/P7/8/8 w - -,288"
"8/8/2k5/8/p1p5/P1K5/5B2/8 w - -,151"
"8/2k5/2p2n1r/2B1K3/2R1N3/P7/8/8 b - -,288"
"8/B7/2k5/8/p1p5/P1K5/8/8 b - -,154"
"8/2kn4/2p4r/2B1K3/2R1N3/P7/8/8 w - -,287"
"8/2kn4/2p4r/2B5/2RKN3/P7/8/8 b - -,282"
"8/2kn4/2p5/2B5/2RKN3/P6r/8/8 w - -,292"
"8/1k6/8/8/p1p5/P1K5/5B2/8 b - -,159"
"8/2kn4/2p5/2B5/P1RKN3/7r/8/8 b - -,285"
"8/1k1n4/2p5/2B5/P1RKN3/7r/8/8 w - -,281"
"8/1k1n4/2pB4/8/P1RKN3/7r/8/8 b - -,291"
"8/1k1n4/2pB4/7r/P1RKN3/8/8/8 w - -,294"
"8/1k1n4/2pB4/7r/P1R1N3/2K5/8/8 b - -,301"
"8/1k6/1npB4/7r/P1R1N3/2K5/8/8 w - -,297"
"8/1k6/1npB4/7r/P2RN3/2K5/8/8 b - -,304"
"8/1k6/1npB4/7r/PR2N3/2K5/8/8 b - -,301"
"8/8/knpB4/7r/PR2N3/2K5/8/8 w - -,301"
"8/8/knpB4/7r/P2RN3/2K5/8/8 b - -,305"
"8/8/knpB3r/8/P2RN3/2K5/8/8 w - -,315"
"8/8/knpB3r/2N5/P2R4/2K5/8/8 b - -,321"
"8/k7/1npB3r/2N5/P2R4/2K5/8/8 w - -,327"
"8/k7/1np4r/2N1B3/P2R4/2K5/8/8 b - -,333"
"8/k7/2p4r/2NnB3/P2R4/2K5/8/8 w - -,337"
"8/k7/2p4r/2NnB3/P2R4/8/1K6/8 b - -,340"
"8/1k6/8/8/pK6/P1B5/8/8 b - -,154"
"4b3/2p1P3/2k1K3/8/2n5/1p6/1p4R1/2B5 w - -,162"
"8/2pbP3/2k1K3/8/2n5/1p6/1B4R1/8 w - -,164"
"8/1kp1K3/8/2p5/p7/PrP3R1/8/2B5 b - -,311"
"8/2pbP3/5K2/1k6/2n5/1p6/1B4R1/8 w - -,181"
"8/2p1K3/2k5/2p5/p7/PrP3R1/8/2B5 w - -,316"
"6R1/2p1P3/2b2K2/8/1kn5/1p6/8/B7 w - -,192"
"8/2p5/2k1K3/2p5/p7/PrP3R1/8/2B5 b - -,318"
"6R1/2p1P3/1nb1K3/8/1k6/1p6/8/B7 w - -,205"
"1r6/2p5/2k1K3/2p5/p7/P1P3R1/8/2B5 w - -,340"
"6R1/2p1P3/1nb1K3/8/2k5/1p6/1B6/8 w - -,215"
"1R6/2p1P3/1n2K3/8/b1k5/1p6/1B6/8 w - -,238"
"8/1Rp1P3/4K3/3n4/b1k5/1p6/1B6/8 w - -,251"
"1r6/2p5/2k1K3/2p5/p1P5/P5R1/8/2B5 b - -,353"
"3r4/2p5/2k1K3/2p5/p1P5/P5R1/8/2B5 w - -,369"
"4b3/1Rp1P3/4K3/3n4/2k5/1p6/8/B7 w - -,255"
"1R2b3/2p1P3/4K3/3n4/2k5/1p6/8/B7 b - -,275"
"1R6/2p1P3/2b1K3/3n4/2k5/1p6/8/B7 w - -,278"
"8/8/2k5/1pp4R/p7/PrPK4/2N5/8 b - -,225"
"4R3/2p5/1n2K3/8/2k5/1p6/8/B7 w - -,289"
"8/k1p5/7R/2N5/p4B2/2p5/1nK5/r7 b - -,316"
"1R6/2p5/4K3/8/n1k5/1p6/8/B7 w - -,289"
"1k6/2p5/8/2N5/p7/2p4R/1nK5/r1B5 b - -,323"
"1R6/2p5/1n6/5K2/2k5/1p6/8/B7 w - -,289"
"1R6/2p5/8/8/2k5/1pn1K3/8/B7 w - -,299"
"8/2R5/8/1ppk4/p7/P1PK4/1rN5/8 b - -,231"
"1R6/8/2p5/3n4/2k5/1p2K3/8/B7 w - -,300"
"1R6/2n5/2p5/2k5/8/1p1K4/8/B7 w - -,310"
"1R6/2n5/2p5/3k4/8/1p1K4/1B6/8 w - -,318"
"8/2p5/1k6/3nP3/p7/1N3K1b/1B6/4R3 b - -,265"
"8/2p5/1k6/3nP3/8/1p3K1b/1B6/4R3 w - -,263"
"8/2p5/1k2P3/3n4/8/1p3K1b/1B6/4R3 b - -,266"
"8/2p1n3/1k2P3/8/8/1p3K1b/1B6/4R3 w - -,266"
"8/2p1n3/1k2P3/8/5K2/1p5b/1B6/4R3 b - -,270"
"8/4n3/1k2P3/2p5/5K2/1p5b/1B6/4R3 w - -,268"
"8/4n3/1k2P3/2p1K3/8/1p5b/1B6/4R3 b - -,262"
"8/4n3/1k2P3/2p1K3/8/1p6/1B4b1/4R3 w - -,265"
"8/4n3/1k1KP3/2p5/8/1p6/1B4b1/4R3 b - -,260"
"8/8/1k1KP3/2p2n2/8/1p6/1B4b1/4R3 w - -,265"
"8/2p5/8/8/NR6/PbP1K3/k2B4/3r4 b - -,398"
"8/8/1k2P3/2p1Kn2/8/1p6/1B4b1/4R3 b - -,266"
"8/2p5/8/8/NR6/kbP1K3/3B4/3r4 w - -,396"
"8/2R5/3k4/1pp5/p7/P1PK4/1rN5/8 w - -,291"
"8/5R2/3k4/1pp5/p7/P1PK4/1rN5/8 b - -,284"
"8/5R2/3k4/1pp5/p7/PrPK4/2N5/8 w - -,310"
"8/R7/2k5/1pp5/p7/PrPK4/2N5/8 w - -,313"
"8/4R3/2k5/1pp5/p7/PrPK4/2N5/8 b - -,313"
"8/4R3/1k6/1pp5/p7/PrPK4/2N5/8 w - -,335"
"8/2k5/4R3/1pp5/p7/PrPK4/2N5/8 w - -,335"
"8/1k6/4R3/1pp5/p7/PrP5/2NK4/8 w - -,335"
"8/1k6/5R2/1pp5/p7/PrP5/2NK4/8 b - -,336"
"8/1k6/5R2/1pp5/p7/P1P5/1rNK4/8 w - -,338"
"8/1k6/5R2/1pp5/p7/P1PK4/1rN5/8 b - -,338"
"2K5/1n6/1k2P3/2p5/6b1/1R6/1B6/8 b - -,275"
"2K5/1n6/2k1P3/2p5/6b1/1R6/1B6/8 w - -,275"
"2K5/1R6/2k1P3/2p5/6b1/8/1B6/8 b - -,273"
"2K5/1R6/2k1b3/2p5/8/8/1B6/8 w - -,292"
"K7/7P/8/8/8/8/p7/1r5k w - -,253"
"8/8/7p/4n3/1pPk1p1P/1P6/3KB3/8 w - -,-156"
"8/2p5/1kb5/3nPK2/8/1pP5/7R/2B5 b - -,197"
"8/8/4n2p/4kp2/1pP4P/1P2KB2/8/8 b - -,-298"
"8/8/4n2p/8/1pPk1p1P/1P3B2/3K4/8 w - -,-385"
"1K6/1R6/2k1b3/2p5/8/8/1B6/8 b - -,297"
"8/2p1n3/1kb5/4P3/5K2/1pP5/7R/2B5 b - -,188"
"8/2p5/1kb5/3nP3/5K2/1pP5/7R/2B5 w - -,200"
"8/2p5/1kb5/4PK2/8/1pn5/7R/2B5 w - -,314"
"8/2p5/1kb5/4PK2/8/1pn4R/8/2B5 b - -,318"
"7B/8/p7/N2k4/1p2p3/3bKP2/7P/8 w - -,378"
"8/2p5/1kb5/1n2PK2/8/1p5R/8/2B5 w - -,319"
"8/8/p7/N2k4/1p1Bp3/3bKP2/7P/8 b - -,389"
"8/2p5/1kb5/1n2PK2/8/1R6/8/2B5 b - -,320"
"8/2p5/2b5/1nk1PK2/8/1R6/8/2B5 w - -,327"
"8/8/7p/4n2P/1pP1kp2/1P6/3KB3/8 w - -,-208"
"8/2p5/2b2K2/1nk1P3/8/1R6/8/2B5 b - -,325"
"8/2p5/2bn1K2/2k1P3/8/1R6/8/2B5 w - -,361"
"8/2p5/2bP1K2/2k5/8/1R6/8/2B5 b - -,312"
"8/1kp1B3/4R3/2p4N/p4K2/P1r5/8/8 b - -,323"
"8/1kp1B3/4R3/2p4N/p4K2/r7/8/8 w - -,345"
"8/1kp5/5N2/6B1/pp6/2n1RK2/1r6/8 w - -,-193"
"8/1kp5/8/6B1/pp2N3/2n1RK2/1r6/8 b - -,-193"
"8/1kp5/8/6B1/pp2n3/4RK2/1r6/8 w - -,-185"
"8/1kp5/8/6B1/pp2K3/4R3/1r6/8 b - -,-196"
"8/2p5/1k6/6B1/pp2K3/4R3/1r6/8 w - -,-183"
"8/2p5/1k3B2/8/pp2K3/4R3/1r6/8 b - -,-269"
"8/p1R5/3pk3/2p5/2P1P1P1/2r5/8/6K1 b - -,-360"
"8/2p5/1k3B2/8/pp2K3/4R3/5r2/8 w - -,-342"
"4bR2/2p5/2k5/2p5/p7/r1P2K2/8/2B5 w - -,398"
"8/8/p1N4p/8/1P5P/2P1k3/r5P1/6K1 w - -,-270"
